id,name,category,cuisine,servings,prep_min,cook_min,total_min,photo_file,photo_keywords,photo_url,ingredients,ingredients_json,kcal,protein_g,fat_g,carbs_g,fiber_g,net_carbs_g,glycemic_index,gi_category,glycemic_load,gl_category,gi_note,diet_tags,instructions,steps_json
DB-0237,Ginger Carrot & Edamame Salad,Salad,Japanese,3,10,0,10,ginger-carrot-and-edamame-salad.jpg,"Ginger Carrot & Edamame Salad, healthy food photography, plated, natural light",,"Carrot — 250 g (8.8 oz)
Edamame, shelled, cooked — 250 g (8.8 oz)
Cucumber — 100 g (3.5 oz)
Fresh ginger — 10 g (0.4 oz)
Rice vinegar, unseasoned — 20 g (0.7 oz)
Tamari (gluten-free soy sauce) — 12 g (0.4 oz)
Toasted sesame oil — 8 g (0.3 oz)
Green onions (scallions) — 15 g (0.5 oz)
Sesame seeds — 6 g (0.2 oz)","[{""ingredient_id"": ""carrot"", ""name"": ""Carrot"", ""grams"": 250.0, ""note"": """"}, {""ingredient_id"": ""edamame"", ""name"": ""Edamame, shelled, cooked"", ""grams"": 250.0, ""note"": """"}, {""ingredient_id"": ""cucumber"", ""name"": ""Cucumber"", ""grams"": 100.0, ""note"": """"}, {""ingredient_id"": ""ginger"", ""name"": ""Fresh ginger"", ""grams"": 10.0, ""note"": """"}, {""ingredient_id"": ""rice_vinegar"", ""name"": ""Rice vinegar, unseasoned"", ""grams"": 20.0, ""note"": """"}, {""ingredient_id"": ""tamari"", ""name"": ""Tamari (gluten-free soy sauce)"", ""grams"": 12.0, ""note"": """"}, {""ingredient_id"": ""sesame_oil"", ""name"": ""Toasted sesame oil"", ""grams"": 8.0, ""note"": """"}, {""ingredient_id"": ""green_onion"", ""name"": ""Green onions (scallions)"", ""grams"": 15.0, ""note"": """"}, {""ingredient_id"": ""sesame_seeds"", ""name"": ""Sesame seeds"", ""grams"": 6.0, ""note"": """"}]",183,11.9,8.1,18.4,7.1,11.2,28,low,3.1,low,,"vegan, gluten-free, dairy-free, nut-free, low-carb, high-fiber, no-cook","1. Shred carrot; slice cucumber.
2. Whisk ginger, vinegar, tamari and sesame oil.
3. Toss with edamame and green onion; top with sesame.","[""Shred carrot; slice cucumber."", ""Whisk ginger, vinegar, tamari and sesame oil."", ""Toss with edamame and green onion; top with sesame.""]"
DB-0238,Chicken Gyro Bowl Salad,Salad,Greek,2,10,12,22,chicken-gyro-bowl-salad.jpg,"Chicken Gyro Bowl Salad, healthy food photography, plated, natural light",,"Chicken thigh, skinless boneless — 300 g (10.6 oz)
Dried oregano — 2 g (0.1 oz)
Garlic — 5 g (0.2 oz)
Lemon juice — 15 g (0.5 oz)
Extra-virgin olive oil — 12 g (0.4 oz)
Romaine lettuce — 150 g (5.3 oz)
Tomato — 120 g (4.2 oz)
Cucumber — 120 g (4.2 oz)
Red onion — 30 g (1.1 oz)
Greek yogurt, plain 2% — 80 g (2.8 oz)
Fresh dill — 4 g (0.1 oz)
Whole wheat pita — 30 g (1.1 oz) [half pita]","[{""ingredient_id"": ""chicken_thigh"", ""name"": ""Chicken thigh, skinless boneless"", ""grams"": 300.0, ""note"": """"}, {""ingredient_id"": ""oregano"", ""name"": ""Dried oregano"", ""grams"": 2.0, ""note"": """"}, {""ingredient_id"": ""garlic"", ""name"": ""Garlic"", ""grams"": 5.0, ""note"": """"}, {""ingredient_id"": ""lemon_juice"", ""name"": ""Lemon juice"", ""grams"": 15.0, ""note"": """"}, {""ingredient_id"": ""olive_oil"", ""name"": ""Extra-virgin olive oil"", ""grams"": 12.0, ""note"": """"}, {""ingredient_id"": ""romaine"", ""name"": ""Romaine lettuce"", ""grams"": 150.0, ""note"": """"}, {""ingredient_id"": ""tomato"", ""name"": ""Tomato"", ""grams"": 120.0, ""note"": """"}, {""ingredient_id"": ""cucumber"", ""name"": ""Cucumber"", ""grams"": 120.0, ""note"": """"}, {""ingredient_id"": ""red_onion"", ""name"": ""Red onion"", ""grams"": 30.0, ""note"": """"}, {""ingredient_id"": ""greek_yogurt"", ""name"": ""Greek yogurt, plain 2%"", ""grams"": 80.0, ""note"": """"}, {""ingredient_id"": ""dill"", ""name"": ""Fresh dill"", ""grams"": 4.0, ""note"": """"}, {""ingredient_id"": ""whole_wheat_pita"", ""name"": ""Whole wheat pita"", ""grams"": 30.0, ""note"": ""half pita""}]",351,37.4,13.9,20.4,4.5,15.9,34,low,5.4,low,,"nut-free, high-protein","1. Season chicken with oregano, garlic, lemon and oil; sear and slice.
2. Make tzatziki with yogurt, dill and grated cucumber.
3. Bowl romaine, tomato, cucumber, onion, chicken and tzatziki; serve with toasted pita half.","[""Season chicken with oregano, garlic, lemon and oil; sear and slice."", ""Make tzatziki with yogurt, dill and grated cucumber."", ""Bowl romaine, tomato, cucumber, onion, chicken and tzatziki; serve with toasted pita half.""]"
DB-0239,Marinated Mushroom & White Bean Salad,Salad,Italian,3,10,8,18,marinated-mushroom-and-white-bean-salad.jpg,"Marinated Mushroom & White Bean Salad, healthy food photography, plated, natural light",,"Mushrooms (cremini/white) — 300 g (10.6 oz)
Cannellini beans, cooked — 250 g (8.8 oz)
Extra-virgin olive oil — 20 g (0.7 oz)
Balsamic vinegar — 12 g (0.4 oz)
Garlic — 5 g (0.2 oz)
Fresh thyme — 2 g (0.1 oz)
Fresh parsley — 8 g (0.3 oz)
Arugula — 100 g (3.5 oz)
Parmesan, grated — 20 g (0.7 oz)","[{""ingredient_id"": ""mushrooms"", ""name"": ""Mushrooms (cremini/white)"", ""grams"": 300.0, ""note"": """"}, {""ingredient_id"": ""white_beans"", ""name"": ""Cannellini beans, cooked"", ""grams"": 250.0, ""note"": """"}, {""ingredient_id"": ""olive_oil"", ""name"": ""Extra-virgin olive oil"", ""grams"": 20.0, ""note"": """"}, {""ingredient_id"": ""balsamic_vinegar"", ""name"": ""Balsamic vinegar"", ""grams"": 12.0, ""note"": """"}, {""ingredient_id"": ""garlic"", ""name"": ""Garlic"", ""grams"": 5.0, ""note"": """"}, {""ingredient_id"": ""thyme"", ""name"": ""Fresh thyme"", ""grams"": 2.0, ""note"": """"}, {""ingredient_id"": ""parsley"", ""name"": ""Fresh parsley"", ""grams"": 8.0, ""note"": """"}, {""ingredient_id"": ""arugula"", ""name"": ""Arugula"", ""grams"": 100.0, ""note"": """"}, {""ingredient_id"": ""parmesan"", ""name"": ""Parmesan, grated"", ""grams"": 20.0, ""note"": """"}]",241,14.8,9.5,27.2,7.0,20.2,28,low,5.7,low,,"vegetarian, gluten-free, nut-free","1. Sauté mushrooms with garlic and thyme in oil 6 minutes.
2. Toss warm mushrooms with beans, balsamic and parsley.
3. Serve over arugula with parmesan.","[""Sauté mushrooms with garlic and thyme in oil 6 minutes."", ""Toss warm mushrooms with beans, balsamic and parsley."", ""Serve over arugula with parmesan.""]"
DB-0240,Chili Lime Steak & Avocado Salad,Salad,Mexican,2,10,10,20,chili-lime-steak-and-avocado-salad.jpg,"Chili Lime Steak & Avocado Salad, healthy food photography, plated, natural light",,"Beef sirloin, trimmed — 300 g (10.6 oz)
Chili powder — 4 g (0.1 oz)
Lime juice — 20 g (0.7 oz)
Romaine lettuce — 200 g (7.1 oz)
Avocado — 100 g (3.5 oz)
Cherry tomatoes — 120 g (4.2 oz)
Red onion — 30 g (1.1 oz)
Cotija cheese — 25 g (0.9 oz)
Extra-virgin olive oil — 12 g (0.4 oz)
Fresh cilantro — 6 g (0.2 oz)","[{""ingredient_id"": ""beef_sirloin"", ""name"": ""Beef sirloin, trimmed"", ""grams"": 300.0, ""note"": """"}, {""ingredient_id"": ""chili_powder"", ""name"": ""Chili powder"", ""grams"": 4.0, ""note"": """"}, {""ingredient_id"": ""lime_juice"", ""name"": ""Lime juice"", ""grams"": 20.0, ""note"": """"}, {""ingredient_id"": ""romaine"", ""name"": ""Romaine lettuce"", ""grams"": 200.0, ""note"": """"}, {""ingredient_id"": ""avocado"", ""name"": ""Avocado"", ""grams"": 100.0, ""note"": """"}, {""ingredient_id"": ""cherry_tomato"", ""name"": ""Cherry tomatoes"", ""grams"": 120.0, ""note"": """"}, {""ingredient_id"": ""red_onion"", ""name"": ""Red onion"", ""grams"": 30.0, ""note"": """"}, {""ingredient_id"": ""cotija"", ""name"": ""Cotija cheese"", ""grams"": 25.0, ""note"": """"}, {""ingredient_id"": ""olive_oil"", ""name"": ""Extra-virgin olive oil"", ""grams"": 12.0, ""note"": """"}, {""ingredient_id"": ""cilantro"", ""name"": ""Fresh cilantro"", ""grams"": 6.0, ""note"": """"}]",416,38.8,24.7,13.7,7.2,6.5,14,low,0.9,low,,"gluten-free, nut-free, low-carb, high-protein, high-fiber","1. Rub steak with chili powder; sear 4 minutes per side; rest, slice.
2. Toss romaine, tomato, onion with lime and oil.
3. Top with steak, avocado, cotija, cilantro.","[""Rub steak with chili powder; sear 4 minutes per side; rest, slice."", ""Toss romaine, tomato, onion with lime and oil."", ""Top with steak, avocado, cotija, cilantro.""]"
DB-0241,Salmon Caesar Salad,Salad,American,2,10,12,22,salmon-caesar-salad.jpg,"Salmon Caesar Salad, healthy food photography, plated, natural light",,"Salmon fillet — 280 g (9.9 oz)
Romaine lettuce — 250 g (8.8 oz)
Parmesan, grated — 30 g (1.1 oz)
Greek yogurt, plain 2% — 70 g (2.5 oz)
Lemon juice — 15 g (0.5 oz)
Dijon mustard — 6 g (0.2 oz)
Anchovies, canned — 8 g (0.3 oz)
Garlic — 3 g (0.1 oz)
Extra-virgin olive oil — 12 g (0.4 oz)
Capers — 6 g (0.2 oz)","[{""ingredient_id"": ""salmon"", ""name"": ""Salmon fillet"", ""grams"": 280.0, ""note"": """"}, {""ingredient_id"": ""romaine"", ""name"": ""Romaine lettuce"", ""grams"": 250.0, ""note"": """"}, {""ingredient_id"": ""parmesan"", ""name"": ""Parmesan, grated"", ""grams"": 30.0, ""note"": """"}, {""ingredient_id"": ""greek_yogurt"", ""name"": ""Greek yogurt, plain 2%"", ""grams"": 70.0, ""note"": """"}, {""ingredient_id"": ""lemon_juice"", ""name"": ""Lemon juice"", ""grams"": 15.0, ""note"": """"}, {""ingredient_id"": ""dijon"", ""name"": ""Dijon mustard"", ""grams"": 6.0, ""note"": """"}, {""ingredient_id"": ""anchovies"", ""name"": ""Anchovies, canned"", ""grams"": 8.0, ""note"": """"}, {""ingredient_id"": ""garlic"", ""name"": ""Garlic"", ""grams"": 3.0, ""note"": """"}, {""ingredient_id"": ""olive_oil"", ""name"": ""Extra-virgin olive oil"", ""grams"": 12.0, ""note"": """"}, {""ingredient_id"": ""capers"", ""name"": ""Capers"", ""grams"": 6.0, ""note"": """"}]",471,40.2,30.2,7.4,2.9,4.6,14,low,0.6,low,"Negligible carbohydrate (<5 g net/serving): GI has little practical meaning, glycemic load is what matters.","pescatarian, gluten-free, nut-free, low-carb, high-protein, omega-3","1. Roast salmon at 400°F 12 minutes.
2. Whisk yogurt, lemon, Dijon, anchovy, garlic and oil.
3. Toss romaine with dressing; top with salmon, parmesan and capers.","[""Roast salmon at 400°F 12 minutes."", ""Whisk yogurt, lemon, Dijon, anchovy, garlic and oil."", ""Toss romaine with dressing; top with salmon, parmesan and capers.""]"
DB-0242,"Radish, Cucumber & Dill Salad with Smoked Trout",Salad,Scandinavian,2,10,0,10,radish-cucumber-and-dill-salad-with-smoked-trout.jpg,"Radish, Cucumber & Dill Salad with Smoked Trout, healthy food photography, plated, natural light",,"Rainbow trout fillet — 200 g (7.1 oz) [smoked]
Radishes — 100 g (3.5 oz)
Cucumber — 200 g (7.1 oz)
Fresh dill — 8 g (0.3 oz)
Greek yogurt, plain 2% — 60 g (2.1 oz)
Lemon juice — 12 g (0.4 oz)
Extra-virgin olive oil — 8 g (0.3 oz)
Pumpernickel / whole rye bread — 35 g (1.2 oz) [1 slice, cubed & toasted]","[{""ingredient_id"": ""trout"", ""name"": ""Rainbow trout fillet"", ""grams"": 200.0, ""note"": ""smoked""}, {""ingredient_id"": ""radish"", ""name"": ""Radishes"", ""grams"": 100.0, ""note"": """"}, {""ingredient_id"": ""cucumber"", ""name"": ""Cucumber"", ""grams"": 200.0, ""note"": """"}, {""ingredient_id"": ""dill"", ""name"": ""Fresh dill"", ""grams"": 8.0, ""note"": """"}, {""ingredient_id"": ""greek_yogurt"", ""name"": ""Greek yogurt, plain 2%"", ""grams"": 60.0, ""note"": """"}, {""ingredient_id"": ""lemon_juice"", ""name"": ""Lemon juice"", ""grams"": 12.0, ""note"": """"}, {""ingredient_id"": ""olive_oil"", ""name"": ""Extra-virgin olive oil"", ""grams"": 8.0, ""note"": """"}, {""ingredient_id"": ""rye_bread"", ""name"": ""Pumpernickel / whole rye bread"", ""grams"": 35.0, ""note"": ""1 slice, cubed & toasted""}]",246,25.7,8.8,15.4,2.5,12.9,34,low,4.4,low,,"pescatarian, nut-free, low-carb, high-protein, omega-3","1. Slice radish and cucumber thin.
2. Mix yogurt, dill, lemon and oil.
3. Toss vegetables in dressing; top with flaked trout and rye croutons.","[""Slice radish and cucumber thin."", ""Mix yogurt, dill, lemon and oil."", ""Toss vegetables in dressing; top with flaked trout and rye croutons.""]"
DB-0243,Spinach & Chickpea Salad with Tahini Dressing,Salad,Middle Eastern,2,10,0,10,spinach-and-chickpea-salad-with-tahini-dressing.jpg,"Spinach & Chickpea Salad with Tahini Dressing, healthy food photography, plated, natural light",,"Spinach — 150 g (5.3 oz)
Chickpeas, cooked — 250 g (8.8 oz)
Cucumber — 100 g (3.5 oz)
Cherry tomatoes — 120 g (4.2 oz)
Tahini — 25 g (0.9 oz)
Lemon juice — 20 g (0.7 oz)
Garlic — 3 g (0.1 oz)
Water / ice — 25 g (0.9 oz)
Sumac — 2 g (0.1 oz)
Red onion — 20 g (0.7 oz)","[{""ingredient_id"": ""spinach"", ""name"": ""Spinach"", ""grams"": 150.0, ""note"": """"}, {""ingredient_id"": ""chickpeas"", ""name"": ""Chickpeas, cooked"", ""grams"": 250.0, ""note"": """"}, {""ingredient_id"": ""cucumber"", ""name"": ""Cucumber"", ""grams"": 100.0, ""note"": """"}, {""ingredient_id"": ""cherry_tomato"", ""name"": ""Cherry tomatoes"", ""grams"": 120.0, ""note"": """"}, {""ingredient_id"": ""tahini"", ""name"": ""Tahini"", ""grams"": 25.0, ""note"": """"}, {""ingredient_id"": ""lemon_juice"", ""name"": ""Lemon juice"", ""grams"": 20.0, ""note"": """"}, {""ingredient_id"": ""garlic"", ""name"": ""Garlic"", ""grams"": 3.0, ""note"": """"}, {""ingredient_id"": ""water"", ""name"": ""Water / ice"", ""grams"": 25.0, ""note"": """"}, {""ingredient_id"": ""sumac"", ""name"": ""Sumac"", ""grams"": 2.0, ""note"": """"}, {""ingredient_id"": ""red_onion"", ""name"": ""Red onion"", ""grams"": 20.0, ""note"": """"}]",326,16.7,10.6,45.9,13.7,32.2,26,low,8.4,low,,"vegan, gluten-free, dairy-free, nut-free, high-fiber, no-cook","1. Whisk tahini, lemon, garlic and water.
2. Toss spinach, chickpeas, cucumber, tomato and onion.
3. Drizzle with dressing; sprinkle sumac.","[""Whisk tahini, lemon, garlic and water."", ""Toss spinach, chickpeas, cucumber, tomato and onion."", ""Drizzle with dressing; sprinkle sumac.""]"
DB-0244,"Peach, Mozzarella & Prosciutto Salad",Salad,Italian,2,10,0,10,peach-mozzarella-and-prosciutto-salad.jpg,"Peach, Mozzarella & Prosciutto Salad, healthy food photography, plated, natural light",,"Peach — 150 g (5.3 oz)
Mozzarella, part-skim — 100 g (3.5 oz)
Prosciutto — 40 g (1.4 oz)
Arugula — 100 g (3.5 oz)
Fresh basil — 6 g (0.2 oz)
Extra-virgin olive oil — 12 g (0.4 oz)
Balsamic vinegar — 8 g (0.3 oz)
Black pepper — 1 g (0.0 oz)","[{""ingredient_id"": ""peach"", ""name"": ""Peach"", ""grams"": 150.0, ""note"": """"}, {""ingredient_id"": ""mozzarella"", ""name"": ""Mozzarella, part-skim"", ""grams"": 100.0, ""note"": """"}, {""ingredient_id"": ""prosciutto"", ""name"": ""Prosciutto"", ""grams"": 40.0, ""note"": """"}, {""ingredient_id"": ""arugula"", ""name"": ""Arugula"", ""grams"": 100.0, ""note"": """"}, {""ingredient_id"": ""basil"", ""name"": ""Fresh basil"", ""grams"": 6.0, ""note"": """"}, {""ingredient_id"": ""olive_oil"", ""name"": ""Extra-virgin olive oil"", ""grams"": 12.0, ""note"": """"}, {""ingredient_id"": ""balsamic_vinegar"", ""name"": ""Balsamic vinegar"", ""grams"": 8.0, ""note"": """"}, {""ingredient_id"": ""black_pepper"", ""name"": ""Black pepper"", ""grams"": 1.0, ""note"": """"}]",277,19.3,17.8,11.6,2.1,9.5,31,low,2.9,low,,"gluten-free, nut-free, low-carb, no-cook","1. Slice peach and mozzarella.
2. Arrange with prosciutto over arugula.
3. Drizzle oil and balsamic; add basil and pepper.","[""Slice peach and mozzarella."", ""Arrange with prosciutto over arugula."", ""Drizzle oil and balsamic; add basil and pepper.""]"
DB-0245,Chicken Cauliflower Tabbouleh,Salad,Middle Eastern,3,15,12,27,chicken-cauliflower-tabbouleh.jpg,"Chicken Cauliflower Tabbouleh, healthy food photography, plated, natural light",,"Chicken breast, skinless — 350 g (12.3 oz)
Cauliflower rice — 300 g (10.6 oz)
Fresh parsley — 60 g (2.1 oz)
Fresh mint — 10 g (0.4 oz)
Tomato — 200 g (7.1 oz)
Cucumber — 120 g (4.2 oz)
Lemon juice — 30 g (1.1 oz)
Extra-virgin olive oil — 25 g (0.9 oz)
Green onions (scallions) — 30 g (1.1 oz)
Salt — 2 g (0.1 oz)","[{""ingredient_id"": ""chicken_breast"", ""name"": ""Chicken breast, skinless"", ""grams"": 350.0, ""note"": """"}, {""ingredient_id"": ""cauliflower_rice"", ""name"": ""Cauliflower rice"", ""grams"": 300.0, ""note"": """"}, {""ingredient_id"": ""parsley"", ""name"": ""Fresh parsley"", ""grams"": 60.0, ""note"": """"}, {""ingredient_id"": ""mint"", ""name"": ""Fresh mint"", ""grams"": 10.0, ""note"": """"}, {""ingredient_id"": ""tomato"", ""name"": ""Tomato"", ""grams"": 200.0, ""note"": """"}, {""ingredient_id"": ""cucumber"", ""name"": ""Cucumber"", ""grams"": 120.0, ""note"": """"}, {""ingredient_id"": ""lemon_juice"", ""name"": ""Lemon juice"", ""grams"": 30.0, ""note"": """"}, {""ingredient_id"": ""olive_oil"", ""name"": ""Extra-virgin olive oil"", ""grams"": 25.0, ""note"": """"}, {""ingredient_id"": ""green_onion"", ""name"": ""Green onions (scallions)"", ""grams"": 30.0, ""note"": """"}, {""ingredient_id"": ""salt"", ""name"": ""Salt"", ""grams"": 2.0, ""note"": """"}]",271,30.0,12.1,12.0,4.2,7.8,15,low,1.2,low,,"gluten-free, dairy-free, nut-free, low-carb, high-protein","1. Grill chicken; dice.
2. Pulse raw cauliflower rice with parsley, mint, tomato, cucumber and green onion.
3. Dress with lemon, oil and salt; fold in chicken.","[""Grill chicken; dice."", ""Pulse raw cauliflower rice with parsley, mint, tomato, cucumber and green onion."", ""Dress with lemon, oil and salt; fold in chicken.""]"
DB-0246,Autumn Roasted Squash & Arugula Salad,Salad,American,3,10,25,35,autumn-roasted-squash-and-arugula-salad.jpg,"Autumn Roasted Squash & Arugula Salad, healthy food photography, plated, natural light",,"Butternut squash — 300 g (10.6 oz)
Arugula — 120 g (4.2 oz)
Chickpeas, cooked — 150 g (5.3 oz)
Pumpkin seeds (pepitas) — 20 g (0.7 oz)
Goat cheese — 40 g (1.4 oz)
Extra-virgin olive oil — 20 g (0.7 oz)
Balsamic vinegar — 12 g (0.4 oz)
Ground cinnamon — 1 g (0.0 oz)
Salt — 2 g (0.1 oz)","[{""ingredient_id"": ""butternut_squash"", ""name"": ""Butternut squash"", ""grams"": 300.0, ""note"": """"}, {""ingredient_id"": ""arugula"", ""name"": ""Arugula"", ""grams"": 120.0, ""note"": """"}, {""ingredient_id"": ""chickpeas"", ""name"": ""Chickpeas, cooked"", ""grams"": 150.0, ""note"": """"}, {""ingredient_id"": ""pumpkin_seeds"", ""name"": ""Pumpkin seeds (pepitas)"", ""grams"": 20.0, ""note"": """"}, {""ingredient_id"": ""goat_cheese"", ""name"": ""Goat cheese"", ""grams"": 40.0, ""note"": """"}, {""ingredient_id"": ""olive_oil"", ""name"": ""Extra-virgin olive oil"", ""grams"": 20.0, ""note"": """"}, {""ingredient_id"": ""balsamic_vinegar"", ""name"": ""Balsamic vinegar"", ""grams"": 12.0, ""note"": """"}, {""ingredient_id"": ""cinnamon"", ""name"": ""Ground cinnamon"", ""grams"": 1.0, ""note"": """"}, {""ingredient_id"": ""salt"", ""name"": ""Salt"", ""grams"": 2.0, ""note"": """"}]",286,11.5,15.6,28.7,7.0,21.6,38,low,8.2,low,,"vegetarian, gluten-free, nut-free, high-fiber","1. Roast diced squash with half the oil, cinnamon and salt at 425°F 22 minutes.
2. Toss arugula and chickpeas with remaining oil and balsamic.
3. Top with squash, seeds and goat cheese.","[""Roast diced squash with half the oil, cinnamon and salt at 425°F 22 minutes."", ""Toss arugula and chickpeas with remaining oil and balsamic."", ""Top with squash, seeds and goat cheese.""]"
DB-0247,Shrimp & Hearts of Palm Ceviche Salad,Salad,Latin,3,15,5,20,shrimp-and-hearts-of-palm-ceviche-salad.jpg,"Shrimp & Hearts of Palm Ceviche Salad, healthy food photography, plated, natural light",,"Shrimp, peeled — 350 g (12.3 oz)
Hearts of palm — 150 g (5.3 oz)
Tomato — 150 g (5.3 oz)
Red onion — 40 g (1.4 oz)
Fresh cilantro — 10 g (0.4 oz)
Jalapeño — 10 g (0.4 oz)
Lime juice — 40 g (1.4 oz)
Avocado — 100 g (3.5 oz)
Extra-virgin olive oil — 10 g (0.4 oz)
Salt — 1 g (0.0 oz)","[{""ingredient_id"": ""shrimp"", ""name"": ""Shrimp, peeled"", ""grams"": 350.0, ""note"": """"}, {""ingredient_id"": ""hearts_of_palm"", ""name"": ""Hearts of palm"", ""grams"": 150.0, ""note"": """"}, {""ingredient_id"": ""tomato"", ""name"": ""Tomato"", ""grams"": 150.0, ""note"": """"}, {""ingredient_id"": ""red_onion"", ""name"": ""Red onion"", ""grams"": 40.0, ""note"": """"}, {""ingredient_id"": ""cilantro"", ""name"": ""Fresh cilantro"", ""grams"": 10.0, ""note"": """"}, {""ingredient_id"": ""jalapeno"", ""name"": ""Jalapeño"", ""grams"": 10.0, ""note"": """"}, {""ingredient_id"": ""lime_juice"", ""name"": ""Lime juice"", ""grams"": 40.0, ""note"": """"}, {""ingredient_id"": ""avocado"", ""name"": ""Avocado"", ""grams"": 100.0, ""note"": """"}, {""ingredient_id"": ""olive_oil"", ""name"": ""Extra-virgin olive oil"", ""grams"": 10.0, ""note"": """"}, {""ingredient_id"": ""salt"", ""name"": ""Salt"", ""grams"": 1.0, ""note"": """"}]",215,26.0,9.4,9.8,4.5,5.3,16,low,0.8,low,,"pescatarian, gluten-free, dairy-free, nut-free, low-carb, high-protein","1. Poach shrimp 3 minutes, chop and chill.
2. Toss with hearts of palm, tomato, onion, cilantro, jalapeño, lime and salt; marinate 20 minutes.
3. Fold in avocado and oil.","[""Poach shrimp 3 minutes, chop and chill."", ""Toss with hearts of palm, tomato, onion, cilantro, jalapeño, lime and salt; marinate 20 minutes."", ""Fold in avocado and oil.""]"
DB-0248,Chicken Vegetable Soup,Soup & Stew,American,4,15,35,50,chicken-vegetable-soup.jpg,"Chicken Vegetable Soup, healthy food photography, plated, natural light",,"Chicken breast, skinless — 400 g (14.1 oz)
Chicken broth, low sodium — 1200 g (42.3 oz)
Carrot — 120 g (4.2 oz)
Celery — 120 g (4.2 oz)
Yellow onion — 100 g (3.5 oz)
Green beans — 120 g (4.2 oz)
Zucchini — 150 g (5.3 oz)
Garlic — 8 g (0.3 oz)
Fresh thyme — 2 g (0.1 oz)
Bay leaves — 1 g (0.0 oz)
Extra-virgin olive oil — 12 g (0.4 oz)
Fresh parsley — 8 g (0.3 oz)
Salt — 3 g (0.1 oz)","[{""ingredient_id"": ""chicken_breast"", ""name"": ""Chicken breast, skinless"", ""grams"": 400.0, ""note"": """"}, {""ingredient_id"": ""chicken_broth"", ""name"": ""Chicken broth, low sodium"", ""grams"": 1200.0, ""note"": """"}, {""ingredient_id"": ""carrot"", ""name"": ""Carrot"", ""grams"": 120.0, ""note"": """"}, {""ingredient_id"": ""celery"", ""name"": ""Celery"", ""grams"": 120.0, ""note"": """"}, {""ingredient_id"": ""onion"", ""name"": ""Yellow onion"", ""grams"": 100.0, ""note"": """"}, {""ingredient_id"": ""green_beans"", ""name"": ""Green beans"", ""grams"": 120.0, ""note"": """"}, {""ingredient_id"": ""zucchini"", ""name"": ""Zucchini"", ""grams"": 150.0, ""note"": """"}, {""ingredient_id"": ""garlic"", ""name"": ""Garlic"", ""grams"": 8.0, ""note"": """"}, {""ingredient_id"": ""thyme"", ""name"": ""Fresh thyme"", ""grams"": 2.0, ""note"": """"}, {""ingredient_id"": ""bay_leaf"", ""name"": ""Bay leaves"", ""grams"": 1.0, ""note"": """"}, {""ingredient_id"": ""olive_oil"", ""name"": ""Extra-virgin olive oil"", ""grams"": 12.0, ""note"": """"}, {""ingredient_id"": ""parsley"", ""name"": ""Fresh parsley"", ""grams"": 8.0, ""note"": """"}, {""ingredient_id"": ""salt"", ""name"": ""Salt"", ""grams"": 3.0, ""note"": """"}]",215,27.5,6.6,12.0,3.2,8.8,19,low,1.7,low,,"gluten-free, dairy-free, nut-free, low-carb, high-protein, make-ahead","1. Sauté onion, carrot and celery in olive oil 6 minutes; add garlic.
2. Add broth, chicken, thyme, bay leaf and salt; simmer 20 minutes; remove chicken and shred.
3. Add green beans and zucchini, simmer 6 minutes; return chicken and finish with parsley.","[""Sauté onion, carrot and celery in olive oil 6 minutes; add garlic."", ""Add broth, chicken, thyme, bay leaf and salt; simmer 20 minutes; remove chicken and shred."", ""Add green beans and zucchini, simmer 6 minutes; return chicken and finish with parsley.""]"
